,10010,10020,10030,20030,20040,20060,30060,30070,30080,30090,40080,40090,40100,40110,50100,50110,50120,60120,60130,60140,60150,70130,70140,70150,70160,70170,70180,80150,80160,80170,80180,80190,80200,90180,90190,90200,90210,90220,100190,100200,100210,100220,100230,110210,110220,110230,110240,110241,110250,110260,120230,120240,120250,120260,120270,120280,120290,130260,130270,130280,130290,130300,130310,130320,140270,140280,140290,140300,140310,140320,140330,150300,150310,150320,150330,150340,150350,150360,160310,160320,160330,160340,160350,160360,160370,160380,170340,170350,170360,170370,170380,170381,170390,170400,180350,180360,180370,180380,180390,180400,180410,190380,190390,190400,190410,200400,240660,240670,250660,250670,250680,250690,260580,260590,260600,260650,260660,260670,260680,260690,260700,260710,260720,270590,270600,270601,270610,270620,270630,270650,270660,270670,270680,270690,270700,270710,270720,270730,270740,270750,280600,280610,280620,280630,280640,280650,280660,280670,280680,280690,280700,280710,280720,280730,280740,280750,280760,280770,280780,290630,290640,290650,290660,290670,290680,290681,290690,290700,290701,290710,290720,290730,290740,290750,290760,290770,290780,290790,290800,290810,300640,300650,300660,300670,300680,300690,300691,300700,300710,300711,300720,300730,300740,300750,300760,300770,300780,300790,300800,300810,300820,300830,310660,310670,310680,310690,310700,310710,310720,310721,310730,310740,310741,310750,310760,310770,310780,310790,310800,310810,310820,310830,310840,310850,310860,320680,320690,320700,320710,320711,320720,320730,320731,320740,320750,320751,320760,320770,320771,320780,320790,320791,320800,320810,320811,320820,320830,320840,320850,320860,320870,320880,320890,330710,330720,330730,330740,330750,330760,330770,330780,330790,330800,330810,330820,330821,330830,330840,330850,330860,330870,330880,330890,330900,330910,330920,340730,340731,340740,340750,340760,340770,340771,340780,340790,340791,340800,340810,340811,340820,340830,340831,340840,340850,340860,340870,340880,340890,340900,340910,340920,340930,340940,350750,350760,350770,350771,350780,350790,350791,350800,350801,350810,350820,350821,350830,350840,350841,350850,350860,350870,350880,350890,350900,350910,350920,350930,350940,350950,350960,350970,360770,360780,360790,360791,360800,360810,360811,360820,360830,360831,360840,360850,360851,360860,360870,360880,360890,360900,360910,360920,360930,360940,360950,360960,360970,360980,360990,361000,370790,370810,370830,370840,370850,370860,370861,370870,370880,370890,370900,370901,370910,370920,370930,370940,370950,370960,370970,370980,370990,371000,371010,371020,380830,380840,380850,380851,380860,380870,380871,380880,380890,380900,380910,380920,380930,380940,380950,380960,380970,380980,380990,381000,381010,381020,381030,381040,381050,390850,390870,390871,390880,390890,390891,390900,390901,390910,390911,390920,390930,390931,390940,390950,390960,390961,390970,390971,390980,390981,390990,391000,391010,391020,391030,391040,391050,391060,391070,391080,400870,400880,400890,400891,400900,400901,400910,400920,400930,400940,400950,400960,400970,400980,400990,401000,401010,401020,401030,401040,401050,401060,401070,401080,401090,401100,410890,410900,410910,410911,410920,410930,410931,410940,410941,410950,410951,410960,410970,410971,410980,410981,410990,410991,411000,411001,411010,411020,411021,411030,411040,411041,411050,411060,411070,411080,411090,411100,411110,411120,411130,420910,420920,420930,420931,420940,420950,420960,420970,420980,420990,421000,421010,421020,421030,421040,421050,421060,421070,421080,421090,421100,421110,421120,421130,421140,421150,430940,430950,430951,430960,430970,430971,430980,430990,430991,431000,431010,431020,431021,431030,431040,431050,431060,431070,431080,431090,431100,431110,431120,431130,431140,431150,431160,431170,431180,440950,440960,440970,440980,440990,441000,441010,441020,441030,441040,441050,441060,441070,441080,441090,441100,441110,441120,441130,441140,441150,441160,441170,441180,441190,441200,450990,451000,451010,451011,451020,451021,451030,451031,451040,451041,451050,451051,451060,451061,451070,451080,451081,451090,451100,451101,451110,451120,451130,451140,451150,451160,451170,451180,451190,451200,451210,451220,451230,461000,461010,461020,461030,461040,461050,461060,461070,461071,461080,461090,461091,461100,461110,461111,461120,461130,461140,461150,461160,461170,461180,461190,461200,461210,461220,461230,461240,461250,461260,471030,471040,471050,471051,471060,471061,471070,471071,471080,471081,471090,471091,471100,475100,471110,471111,471120,471130,471131,471140,471150,471151,471160,471161,471170,471171,471180,475180,471190,471200,471201,471210,471220,471221,471230,471240,471250,471260,471270,471280,471290,471300,481040,481050,481060,481070,481080,481090,481100,481110,481111,481120,481130,481131,481140,481150,485150,481160,481170,481171,481180,481190,481191,481200,481210,481211,481220,481230,481240,481250,481260,481270,481280,481290,481300,481310,481320,491090,491100,491101,491110,491120,491121,491130,491131,491140,491141,491150,491151,491160,491161,491162,491170,491171,491180,491181,491182,491190,491191,491200,491201,491202,491210,491211,491220,491221,491222,491230,491231,491240,491241,491250,491251,491260,491261,491270,491271,491280,491281,491290,491291,491300,491301,491302,491310,491311,491320,491330,491340,491350,501100,501110,501120,501130,501131,501140,501150,501160,501170,501171,501180,501190,501191,501200,501210,505210,501220,501230,501231,501240,501250,501251,501260,501270,501271,501280,501281,501290,501291,501300,501301,501310,501311,501320,501330,501340,501350,501360,501370,511150,511170,511180,511181,511190,511200,511201,511210,511220,511221,511230,511240,511241,511242,511250,511260,511261,511262,511270,511280,511281,511290,511291,511300,511301,511310,511320,511321,511330,511340,511341,511350,511360,511370,511380,511390,521180,521190,521200,521210,525210,521220,521230,521231,521240,521250,521251,521260,521270,525270,521280,521290,525290,521300,521310,525310,521320,521330,521331,521340,521350,521360,521370,521380,521390,521400,521410,521420,531210,531220,531230,531240,531250,531260,531270,531280,531290,531300,531301,531310,531320,535320,531330,531331,531340,531341,531350,531360,531361,531370,531380,531390,531400,531410,531420,531430,531440,531450,541220,541230,541240,541250,541251,541260,541270,541271,541280,541290,541291,541300,541310,541311,541320,541330,541331,541340,541341,541350,541351,541360,541370,541380,541390,541400,541410,541420,541430,541440,541450,541460,541470,551270,551280,551290,551300,551310,551320,551330,551340,551341,551350,551351,551360,551361,551370,551380,551381,551390,551400,551410,551420,551430,551440,551450,551460,551470,551480,551490,551500,551510,561280,561290,561300,561310,561311,561320,561330,561331,561340,561350,561351,561360,561361,561370,561371,561380,561390,561400,561410,561420,561430,561440,561450,561460,561470,561480,561490,561500,561510,561520,561530,571330,571340,571350,571360,571370,571380,571390,571400,571410,571420,571430,571440,571450,571460,571461,571470,571480,571490,571500,571510,571520,571530,571540,571550,581340,581350,581360,581370,585370,581380,581390,581391,581400,581410,581420,581430,581440,581450,581460,581470,581480,581490,581500,581510,581520,581530,581540,581550,581560,581570,591370,591380,591390,591400,591410,591420,591421,591430,591440,591441,591450,591460,591470,591480,591481,591490,591500,591510,591520,591530,591540,591550,591560,591570,591580,591590,601390,601400,601410,601411,601420,601430,601440,601450,601460,601470,601480,601490,601500,601510,601520,601530,601540,601550,601560,601570,601580,601590,601600,601610,611410,611420,611430,611440,611450,611460,611470,611480,615480,611490,611500,611510,611520,611521,611522,611530,611540,611541,611550,611560,611570,611580,611590,611600,611610,611620,611630,621420,621430,621440,621450,621460,621470,621480,621490,621500,621510,621520,621530,621540,621550,621560,621570,621580,621590,621600,621610,621620,621630,621640,621650,631470,631490,631500,631510,631520,631521,631522,631530,631540,631541,631550,631560,631570,631580,631590,631600,631610,631620,631630,631640,631650,631660,631670,641480,641490,641500,641510,641520,641530,641540,641550,641560,641570,641580,641590,641600,641610,641620,641630,641640,641650,641660,641670,641680,641690,651510,651520,651530,651540,651550,651560,651561,651570,651580,651581,651590,651600,651610,651620,651630,651640,651650,651660,651670,651680,651690,651700,651710,661520,661530,661540,661550,661560,661570,661580,661590,661600,661610,661620,661630,661640,661650,661651,661660,661670,661680,661690,661700,661710,661720,671590,671591,671600,671610,671611,671620,671621,671630,671631,671640,671641,671650,671660,675660,671670,671680,671690,671700,671701,671710,671720,681600,681610,681620,681630,681640,681650,681660,681670,681671,681680,681690,681700,681710,681720,691650,691660,691670,691680,691690,691700,691710,691720,691730,701660,701670,701680,701690,701691,701700,701710,701720,701730,701740,711690,711691,711710,711711,711720,711721,721710,721720,802060,812050,812060,812070,812080,812090,812100,822060,822070,822080,822090,822100,822110,822120,822140,832090,832100,832110,832120,832130,832140,832150,842100,842110,842120,842130,842140,842150,842160,842180,852150,852160,852170,852180,852190,862160,862170,862180,862190,862200,862220,872190,872200,872210,872220,872230,872280,882200,882210,882220,882230,882240,882250,882260,882270,882280,882290,892230,892240,892250,892260,892270,892280,892290,892300,892310,892320,902240,902250,902260,902270,902280,902290,902300,902310,902320,902330,902340,902350,912270,912280,912290,912300,912310,912320,912330,912340,912341,912350,912380,922280,922290,922300,922310,922320,922330,922340,922350,922351,922360,922370,922380,922390,922400,922410,922420,932320,932330,932340,932350,932360,936360,932370,932380,932390,932400,932401,932410,932420,942340,942350,942360,942370,942371,942380,942390,942400,942410,942420,942430,942440,942450,942460,942470,952380,952390,952400,952410,952420,956420,952430,952440,956440,952450,952461,952470,962380,962390,962400,962410,962420,962430,962440,962450,962460,962470,962480,962490,962500,962510,972490,972500,972510,982490,982500,982510
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00801942231714699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0150567296580472,0.0,0.00481225831733292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000780097997746958,0.0,0.0,0.0,0.0031697635893172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
