 Energy [eV],Number of Rays weighted by $\Vert\mathbf{E_{\sigma}}+\mathbf{E_{\pi}}\Vert^2$
1.083599957838215632e+05,4.227956365709956144e-01
1.084299957719162048e+05,4.227956365709956144e-01
1.084299957719162194e+05,4.189389821539957759e-01
1.084999957600108610e+05,4.189389821539957759e-01
1.084999957600108610e+05,4.238587612489957968e-01
1.085699957481055026e+05,4.238587612489957968e-01
1.085699957481055171e+05,4.213027380869958094e-01
1.086399957362001587e+05,4.213027380869958094e-01
1.086399957362001587e+05,4.180568148679956741e-01
1.087099957242948003e+05,4.180568148679956741e-01
1.087099957242948149e+05,4.166091557319958061e-01
1.087799957123894565e+05,4.166091557319958061e-01
1.087799957123894565e+05,4.214497659679957708e-01
1.088499957004840981e+05,4.214497659679957708e-01
1.088499957004841126e+05,4.179776460089958401e-01
1.089199956885787542e+05,4.179776460089958401e-01
1.089199956885787542e+05,4.194705444929958116e-01
1.089899956766733958e+05,4.194705444929958116e-01
1.089899956766733958e+05,4.218229905889958609e-01
1.090599956647680374e+05,4.218229905889958609e-01
1.090599956647680519e+05,4.203187822679956831e-01
1.091299956528626935e+05,4.203187822679956831e-01
1.091299956528626935e+05,4.213479774349957463e-01
1.091999956409573351e+05,4.213479774349957463e-01
1.091999956409573497e+05,4.187014755769958851e-01
1.092699956290519913e+05,4.187014755769958851e-01
1.092699956290519913e+05,4.230444529849956559e-01
1.093399956171466329e+05,4.230444529849956559e-01
1.093399956171466474e+05,4.172425066039958108e-01
1.094099956052412890e+05,4.172425066039958108e-01
1.094099956052412890e+05,4.226146791789957557e-01
1.094799955933359306e+05,4.226146791789957557e-01
1.094799955933359452e+05,4.197080510699957578e-01
1.095499955814305868e+05,4.197080510699957578e-01
