 Energy [eV],Number of Rays weighted by $\Vert\mathbf{E_{\sigma}}+\mathbf{E_{\pi}}\Vert^2$
1.025999958351075038e+05,5.436517956997201509e+03
1.025999958351075038e+05,6.497455314391753745e+03
1.027499957786288578e+05,6.497455314391753745e+03
1.027499957786288578e+05,7.872639533823453348e+03
1.028999957221502118e+05,7.872639533823453348e+03
1.028999957221502118e+05,9.196139940899582143e+03
1.030499956656715658e+05,9.196139940899582143e+03
1.030499956656715658e+05,1.068468713274260881e+04
1.031999956091929198e+05,1.068468713274260881e+04
1.031999956091929198e+05,1.232563813509230749e+04
1.033499955527142738e+05,1.232563813509230749e+04
1.033499955527142738e+05,1.378197563809988424e+04
1.034999954962356278e+05,1.378197563809988424e+04
1.034999954962356278e+05,1.551350943375843053e+04
1.036499954397569818e+05,1.551350943375843053e+04
1.036499954397569818e+05,1.708974797354577458e+04
1.037999953832783358e+05,1.708974797354577458e+04
1.037999953832783358e+05,1.879426499033969594e+04
1.039499953267996898e+05,1.879426499033969594e+04
1.039499953267996898e+05,2.045024036416778836e+04
1.040999952703210438e+05,2.045024036416778836e+04
1.040999952703210438e+05,2.204702111337868337e+04
1.042499952138423978e+05,2.204702111337868337e+04
1.042499952138423978e+05,2.357554676235560328e+04
1.043999951573637518e+05,2.357554676235560328e+04
1.043999951573637518e+05,2.522957968737514238e+04
1.045499951008851058e+05,2.522957968737514238e+04
1.045499951008851058e+05,2.662256798105275811e+04
1.046999950444064598e+05,2.662256798105275811e+04
1.046999950444064452e+05,2.798860757700853719e+04
1.048499949879277992e+05,2.798860757700853719e+04
1.048499949879277992e+05,2.955208369806909832e+04
1.049999949314491532e+05,2.955208369806909832e+04
1.049999949314491532e+05,3.049282818485766984e+04
1.051499948749705072e+05,3.049282818485766984e+04
1.051499948749705072e+05,3.143359895280869387e+04
1.052999948184918612e+05,3.143359895280869387e+04
1.052999948184918612e+05,3.230173873456404908e+04
1.054499947620132152e+05,3.230173873456404908e+04
1.054499947620132152e+05,3.264140776619456665e+04
1.055999947055345692e+05,3.264140776619456665e+04
1.055999947055345692e+05,3.369751666099853173e+04
1.057499946490559232e+05,3.369751666099853173e+04
1.057499946490559232e+05,3.371214420490505290e+04
1.058999945925772772e+05,3.371214420490505290e+04
1.058999945925772772e+05,3.391633681776130106e+04
1.060499945360986312e+05,3.391633681776130106e+04
1.060499945360986312e+05,3.351500402355665574e+04
1.061999944796199852e+05,3.351500402355665574e+04
1.061999944796199852e+05,3.326608592821572529e+04
1.063499944231413392e+05,3.326608592821572529e+04
1.063499944231413392e+05,3.245511107530084701e+04
1.064999943666626932e+05,3.245511107530084701e+04
1.064999943666626932e+05,3.162825056763074463e+04
1.066499943101840472e+05,3.162825056763074463e+04
1.066499943101840472e+05,3.039738504741720681e+04
1.067999942537054012e+05,3.039738504741720681e+04
1.067999942537054012e+05,2.927535809816871551e+04
1.069499941972267552e+05,2.927535809816871551e+04
1.069499941972267552e+05,2.824115764288103310e+04
1.070999941407481092e+05,2.824115764288103310e+04
1.070999941407481092e+05,2.660330668769052863e+04
1.072499940842694632e+05,2.660330668769052863e+04
1.072499940842694486e+05,2.515337929736851220e+04
1.073999940277908026e+05,2.515337929736851220e+04
1.073999940277908026e+05,2.347920187087451632e+04
1.075499939713121566e+05,2.347920187087451632e+04
1.075499939713121566e+05,2.216392059879326916e+04
1.076999939148335106e+05,2.216392059879326916e+04
1.076999939148335106e+05,2.055734844286249790e+04
1.078499938583548646e+05,2.055734844286249790e+04
1.078499938583548646e+05,1.886658220226352933e+04
1.079999938018762186e+05,1.886658220226352933e+04
1.079999938018762186e+05,1.760723077341896351e+04
1.081499937453975726e+05,1.760723077341896351e+04
1.081499937453975726e+05,1.600083371601643921e+04
1.082999936889189266e+05,1.600083371601643921e+04
1.082999936889189266e+05,1.440151562869950612e+04
1.084499936324402806e+05,1.440151562869950612e+04
1.084499936324402806e+05,1.279584611078353009e+04
1.085999935759616346e+05,1.279584611078353009e+04
1.085999935759616346e+05,1.145087569673602593e+04
1.087499935194829886e+05,1.145087569673602593e+04
1.087499935194829886e+05,1.020201758236222668e+04
1.088999934630043426e+05,1.020201758236222668e+04
1.088999934630043426e+05,8.998382337688120970e+03
1.090499934065256966e+05,8.998382337688120970e+03
1.090499934065256966e+05,7.786592178074008189e+03
1.091999933500470506e+05,7.786592178074008189e+03
1.091999933500470506e+05,6.690051048885568889e+03
1.093499932935684046e+05,6.690051048885568889e+03
1.093499932935684046e+05,5.630552816815999904e+03
1.094999932370897586e+05,5.630552816815999904e+03
1.094999932370897586e+05,4.681595525810757863e+03
1.096499931806111126e+05,4.681595525810757863e+03
1.096499931806111126e+05,3.793953804752444739e+03
1.097999931241324666e+05,3.793953804752444739e+03
1.097999931241324521e+05,3.040594576369573588e+03
1.099499930676538061e+05,3.040594576369573588e+03
1.099499930676538061e+05,2.425343345486357066e+03
1.100999930111751601e+05,2.425343345486357066e+03
1.100999930111751601e+05,1.795189860819443538e+03
1.102499929546965141e+05,1.795189860819443538e+03
1.102499929546965141e+05,1.332352878038297604e+03
1.103999928982178681e+05,1.332352878038297604e+03
1.103999928982178681e+05,9.688040937444156953e+02
1.105499928417392221e+05,9.688040937444156953e+02
1.105499928417392221e+05,6.754556115950566664e+02
1.106999927852605761e+05,6.754556115950566664e+02
1.106999927852605761e+05,4.441830279786412348e+02
1.108499927287819301e+05,4.441830279786412348e+02
1.108499927287819301e+05,2.831784146309020684e+02
1.109999926723032841e+05,2.831784146309020684e+02
1.109999926723032841e+05,1.779324265523816280e+02
1.111499926158246381e+05,1.779324265523816280e+02
1.111499926158246381e+05,1.086595684182731816e+02
1.112999925593459920e+05,1.086595684182731816e+02
1.112999925593459920e+05,5.702604308147023460e+01
1.114499925028673460e+05,5.702604308147023460e+01
1.114499925028673460e+05,3.475595495294155057e+01
1.115999924463887000e+05,3.475595495294155057e+01
1.115999924463887000e+05,1.842396596443575518e+01
1.117499923899100540e+05,1.842396596443575518e+01
1.117499923899100540e+05,9.552982879804755356e+00
1.118999923334314080e+05,9.552982879804755356e+00
1.118999923334314080e+05,5.018331729953716014e+00
1.120499922769527620e+05,5.018331729953716014e+00
1.120499922769527475e+05,2.670173415530238348e+00
1.121999922204741015e+05,2.670173415530238348e+00
1.121999922204741160e+05,1.281995137381182204e+00
1.123499921639954700e+05,1.281995137381182204e+00
1.123499921639954555e+05,6.519576858268844033e-01
1.124999921075168095e+05,6.519576858268844033e-01
1.124999921075168095e+05,3.306109874838912832e-01
1.126499920510381635e+05,3.306109874838912832e-01
1.126499920510381635e+05,1.727264617927396495e-01
1.127999919945595175e+05,1.727264617927396495e-01
1.127999919945595175e+05,1.014925231011499784e-01
1.129499919380808715e+05,1.014925231011499784e-01
1.129499919380808715e+05,6.335638103421543932e-02
1.130999918816022255e+05,6.335638103421543932e-02
1.130999918816022255e+05,5.032994844141173291e-02
1.132499918251235795e+05,5.032994844141173291e-02
1.132499918251235795e+05,4.400541458285233548e-02
1.133999917686449335e+05,4.400541458285233548e-02
1.133999917686449335e+05,4.135018611441616809e-02
1.135499917121662875e+05,4.135018611441616809e-02
