 Energy [eV],Number of Rays weighted by $\Vert\mathbf{E_{\sigma}}+\mathbf{E_{\pi}}\Vert^2$
1.042499965988763433e+05,1.511706730530901223e+04
1.042499965988763433e+05,1.733608919202264224e+04
1.043399965901219402e+05,1.733608919202264224e+04
1.043399965901219402e+05,1.933286145396795109e+04
1.044299965813675371e+05,1.933286145396795109e+04
1.044299965813675371e+05,2.183550720998109318e+04
1.045199965726131340e+05,2.183550720998109318e+04
1.045199965726131195e+05,2.383210625220819929e+04
1.046099965638587164e+05,2.383210625220819929e+04
1.046099965638587164e+05,2.604533190082152578e+04
1.046999965551043133e+05,2.604533190082152578e+04
1.046999965551043133e+05,2.823442063353480626e+04
1.047899965463499102e+05,2.823442063353480626e+04
1.047899965463499102e+05,3.061806525279704510e+04
1.048799965375955071e+05,3.061806525279704510e+04
1.048799965375955071e+05,3.279127551256346487e+04
1.049699965288411040e+05,3.279127551256346487e+04
1.049699965288410895e+05,3.498038087996374088e+04
1.050599965200866864e+05,3.498038087996374088e+04
1.050599965200866864e+05,3.695240784126017388e+04
1.051499965113322833e+05,3.695240784126017388e+04
1.051499965113322833e+05,3.845647135105716734e+04
1.052399965025778802e+05,3.845647135105716734e+04
1.052399965025778802e+05,4.010963164355041954e+04
1.053299964938234771e+05,4.010963164355041954e+04
1.053299964938234771e+05,4.203325275764007529e+04
1.054199964850690740e+05,4.203325275764007529e+04
1.054199964850690594e+05,4.345357894429821317e+04
1.055099964763146563e+05,4.345357894429821317e+04
1.055099964763146563e+05,4.467856159337046120e+04
1.055999964675602532e+05,4.467856159337046120e+04
1.055999964675602532e+05,4.530574043304580846e+04
1.056899964588058501e+05,4.530574043304580846e+04
1.056899964588058501e+05,4.600438627377463854e+04
1.057799964500514470e+05,4.600438627377463854e+04
1.057799964500514470e+05,4.665089451705212559e+04
1.058699964412970439e+05,4.665089451705212559e+04
1.058699964412970294e+05,4.656849757203804620e+04
1.059599964325426263e+05,4.656849757203804620e+04
1.059599964325426263e+05,4.665528235926097841e+04
1.060499964237882232e+05,4.665528235926097841e+04
1.060499964237882232e+05,4.573077630851470167e+04
1.061399964150338201e+05,4.573077630851470167e+04
1.061399964150338201e+05,4.577558559110733040e+04
1.062299964062794170e+05,4.577558559110733040e+04
1.062299964062794170e+05,4.442759074146872445e+04
1.063199963975250139e+05,4.442759074146872445e+04
1.063199963975249993e+05,4.309234367029957502e+04
1.064099963887705962e+05,4.309234367029957502e+04
1.064099963887705962e+05,4.161854298254705645e+04
1.064999963800161931e+05,4.161854298254705645e+04
1.064999963800161931e+05,3.999100383031547972e+04
1.065899963712617900e+05,3.999100383031547972e+04
1.065899963712617900e+05,3.777210384157756926e+04
1.066799963625073869e+05,3.777210384157756926e+04
1.066799963625073869e+05,3.601255610847115895e+04
1.067699963537529839e+05,3.601255610847115895e+04
1.067699963537529693e+05,3.349374753475449688e+04
1.068599963449985662e+05,3.349374753475449688e+04
1.068599963449985662e+05,3.143018315233783142e+04
1.069499963362441631e+05,3.143018315233783142e+04
1.069499963362441631e+05,2.938793405183498908e+04
1.070399963274897600e+05,2.938793405183498908e+04
1.070399963274897600e+05,2.716364465277659838e+04
1.071299963187353569e+05,2.716364465277659838e+04
1.071299963187353569e+05,2.490597255515672805e+04
1.072199963099809538e+05,2.490597255515672805e+04
1.072199963099809393e+05,2.288899790977505108e+04
1.073099963012265362e+05,2.288899790977505108e+04
1.073099963012265362e+05,2.076555501698415901e+04
1.073999962924721331e+05,2.076555501698415901e+04
1.073999962924721331e+05,1.859895681099405556e+04
1.074899962837177300e+05,1.859895681099405556e+04
1.074899962837177300e+05,1.663093904172156545e+04
1.075799962749633269e+05,1.663093904172156545e+04
1.075799962749633269e+05,1.474377378154126200e+04
1.076699962662089238e+05,1.474377378154126200e+04
1.076699962662089092e+05,1.284072674448351972e+04
1.077599962574545061e+05,1.284072674448351972e+04
1.077599962574545061e+05,1.106814084768575231e+04
1.078499962487001030e+05,1.106814084768575231e+04
1.078499962487001030e+05,9.641271803215931868e+03
1.079399962399456999e+05,9.641271803215931868e+03
1.079399962399456999e+05,8.108789735506376019e+03
1.080299962311912968e+05,8.108789735506376019e+03
1.080299962311912968e+05,6.894884217436245308e+03
1.081199962224368937e+05,6.894884217436245308e+03
1.081199962224368792e+05,5.562037842329038540e+03
1.082099962136824761e+05,5.562037842329038540e+03
1.082099962136824761e+05,4.553787021956611170e+03
1.082999962049280730e+05,4.553787021956611170e+03
1.082999962049280730e+05,3.521320704904854210e+03
1.083899961961736699e+05,3.521320704904854210e+03
1.083899961961736699e+05,2.785673948857978758e+03
1.084799961874192668e+05,2.785673948857978758e+03
1.084799961874192668e+05,2.077892885410617055e+03
1.085699961786648637e+05,2.077892885410617055e+03
1.085699961786648491e+05,1.493151443405539567e+03
1.086599961699104460e+05,1.493151443405539567e+03
1.086599961699104460e+05,1.087419719481586753e+03
1.087499961611560429e+05,1.087419719481586753e+03
1.087499961611560429e+05,7.278569282036421555e+02
1.088399961524016398e+05,7.278569282036421555e+02
1.088399961524016398e+05,4.739712649398147732e+02
1.089299961436472367e+05,4.739712649398147732e+02
1.089299961436472367e+05,3.078538625261686548e+02
1.090199961348928337e+05,3.078538625261686548e+02
1.090199961348928191e+05,1.838909095730190302e+02
1.091099961261384160e+05,1.838909095730190302e+02
1.091099961261384160e+05,1.085355546972450469e+02
1.091999961173840129e+05,1.085355546972450469e+02
1.091999961173840129e+05,6.342327502387031046e+01
1.092899961086296098e+05,6.342327502387031046e+01
1.092899961086296098e+05,3.434342896188521621e+01
1.093799960998752067e+05,3.434342896188521621e+01
1.093799960998752067e+05,1.875410789874115025e+01
1.094699960911208036e+05,1.875410789874115025e+01
1.094699960911207891e+05,9.719103877939801350e+00
1.095599960823663860e+05,9.719103877939801350e+00
1.095599960823663860e+05,5.204683258712965888e+00
1.096499960736119829e+05,5.204683258712965888e+00
1.096499960736119829e+05,2.580507121928213632e+00
1.097399960648575798e+05,2.580507121928213632e+00
1.097399960648575798e+05,1.238436993201618375e+00
1.098299960561031767e+05,1.238436993201618375e+00
1.098299960561031767e+05,6.250215729207172499e-01
1.099199960473487736e+05,6.250215729207172499e-01
1.099199960473487590e+05,2.864531576194167539e-01
1.100099960385943559e+05,2.864531576194167539e-01
1.100099960385943559e+05,1.277298419435552723e-01
1.100999960298399528e+05,1.277298419435552723e-01
1.100999960298399528e+05,6.366230736290853787e-02
1.101899960210855497e+05,6.366230736290853787e-02
1.101899960210855497e+05,3.145701889057778838e-02
1.102799960123311466e+05,3.145701889057778838e-02
1.102799960123311466e+05,1.649211588018055508e-02
1.103699960035767435e+05,1.649211588018055508e-02
1.103699960035767290e+05,9.849432655823902108e-03
1.104599959948223259e+05,9.849432655823902108e-03
1.104599959948223259e+05,7.134627569522038193e-03
1.105499959860679228e+05,7.134627569522038193e-03
