 Energy [eV],Number of Rays weighted by $\Vert\mathbf{E_{\sigma}}+\mathbf{E_{\pi}}\Vert^2$
6.767768707378973486e+05,1.066335576622832377e+03
6.767768707378973486e+05,9.352705861652048043e+02
6.773368700901163975e+05,9.352705861652048043e+02
6.773368700901165139e+05,7.959306753062215876e+02
6.778968694423355628e+05,7.959306753062215876e+02
6.778968694423355628e+05,6.742798263018091802e+02
6.784568687945546117e+05,6.742798263018091802e+02
6.784568687945546117e+05,5.466268302884009245e+02
6.790168681467736606e+05,5.466268302884009245e+02
6.790168681467737770e+05,4.332983731821568654e+02
6.795768674989928259e+05,4.332983731821568654e+02
6.795768674989928259e+05,3.768537184708567906e+02
6.801368668512118747e+05,3.768537184708567906e+02
6.801368668512119912e+05,2.923181731509181986e+02
6.806968662034310400e+05,2.923181731509181986e+02
6.806968662034310400e+05,2.358567198890654311e+02
6.812568655556500889e+05,2.358567198890654311e+02
6.812568655556500889e+05,1.876682892437200962e+02
6.818168649078691378e+05,1.876682892437200962e+02
6.818168649078692542e+05,1.439225265063632548e+02
6.823768642600883031e+05,1.439225265063632548e+02
6.823768642600883031e+05,1.108395692128915755e+02
6.829368636123073520e+05,1.108395692128915755e+02
6.829368636123073520e+05,8.344005760251782533e+01
6.834968629645264009e+05,8.344005760251782533e+01
6.834968629645265173e+05,6.580822172572051443e+01
6.840568623167455662e+05,6.580822172572051443e+01
6.840568623167455662e+05,4.673988914402009698e+01
6.846168616689646151e+05,4.673988914402009698e+01
6.846168616689647315e+05,3.623008021441727777e+01
6.851768610211837804e+05,3.623008021441727777e+01
6.851768610211837804e+05,2.636468567378755168e+01
6.857368603734028293e+05,2.636468567378755168e+01
6.857368603734028293e+05,1.887038725375792936e+01
6.862968597256218782e+05,1.887038725375792936e+01
6.862968597256219946e+05,1.449682542562299403e+01
6.868568590778410435e+05,1.449682542562299403e+01
6.868568590778410435e+05,1.053813436934511039e+01
6.874168584300600924e+05,1.053813436934511039e+01
6.874168584300600924e+05,7.530367482692380321e+00
6.879768577822791412e+05,7.530367482692380321e+00
6.879768577822792577e+05,5.693022001659920228e+00
6.885368571344983066e+05,5.693022001659920228e+00
6.885368571344983066e+05,4.034100904047218883e+00
6.890968564867173554e+05,4.034100904047218883e+00
6.890968564867174719e+05,3.324170043240271877e+00
6.896568558389365207e+05,3.324170043240271877e+00
